OCCU_DESC,WK_TYPE,CJOB_TYPE,CJOB_NAME1,CJOB_NO,CJOB_NAME2,AVAILREQNUM,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,SALARY_L,SALARY_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE,seg
美容顧問主任,全職,17,醫療／美容／保健,170201,美容技術員,2,額滿為止,從事肌膚護理、保養、彩妝造型等服務，並提供美容相關的保養建議。,台北市中山區,3年以上,日班,月薪,35000.0,100000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2451635&HIRE_ID=11580027,芃菲有限公司,20221110,['美容顧問主任']
儲備幹部 房務部 Housekeeping Management Trainee,全職,16,旅遊／餐飲／休閒,160205,飯店工作人員,6,額滿為止,During a 2 years＇ period， you gain valuable leadership experience， while also benefiting from other program features listed below:* Housekeeping (Rooms， Floors， Public Area， Fitness Center， Laundry， etc.)* Front Office (Front Desk， Guest Relationship， Concierge， etc.)* Finance and Accounting (Purchasing， Accounting， Cost Control， etc.)* Human Resourses  (Personnel)， Training， etc.)* Sales ＆ Marketing (Room Sales， Marcom， etc.),台北市大安區,無,日班、夜班,月薪,30000.0,35000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=103990&HIRE_ID=11493685,福華大飯店股份有限公司,20221017,"['儲備幹部', '房務部', 'Housekeeping', 'Management', 'Trainee']"
門市副店長/店長,全職,6,客服／門市,60201,賣場主管/管理人員,1,額滿為止,【工作內容】 1. 制定門店營業目標、帶領同仁落實營運、銷售與服務2. 落實公司政策/門市各項SOP管理及訓練教導以提供良好的門店服務與消費者體驗3. 客訴/危機處理及回報4. 門店費用控管及業績分析與報告5. 商場＆商圈關係/會員管理維繫6. 茶葉/茶具/禮盒等各項商品介紹/銷售服務/現場泡茶服務 **  需具備相關工作，4年以上工作經驗需包含具零售/餐飲門店管理經驗2年以上** 月休8-10日，採排休輪班制** 具日文JLPT N2級或英文TOEIC750分以上者，另享有語文津貼！【我們的專業養成】我們重視同仁的專業培養及透過門市夥伴提供給消費者的專業建議在您任職期間，我們提供教育訓練，包含A)茶葉與茶具知識B)泡茶技術歡迎對茶業、顧客服務、文化產業有興趣的您加入我們的服務行列【專業考核的職務發展】我們重視同仁的專業發展職涯發展在您任職期間，我們將定期舉辦考核及評鑑計劃不論是門市端的歷練：銷售專員-儲備幹部-副店長-店長，具備專業養成的您，未來也有機會朝內外部講師發展王德傳茶莊 門市分佈據點：【臺灣地區】台北本店(旗艦店)：台北市中山區中山北路一段95號台北敦南門店：台北市大安區敦化南路二段111號台北永康門店：台北市大安區永康街10號之2遠東SOGO復興館：台北市大安區忠孝東路三段300號B3台北松山機場：台北市松山區敦化北路340-9號2樓(T1)台中新光三越：台中市西屯區台灣大道三段301號B2【海外地區】上海新天地：上海市黃浦區馬當路368號，SOHO復興廣場C101-102室上海高島屋：上海市長寧區虹橋路1438號高島屋百貨B1-055號上海太古滙：上海市靜安區石門一路288號L156室蘇州探花府：江蘇省蘇州市南石子街10號成都太古里：成都市錦江區中紗帽街8號1樓1245C東京誠品日本橋：東京都中央區日本橋室町3丁目2番1号2F-4,台北市中山區,無,日班、夜班,月薪,34000.0,40000.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=32496&HIRE_ID=11457829,王德興茶業股份有限公司,20221020,"['店長', '門市']"
三燔本家日式火鍋壽喜燒－外場服務副理／領班,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20221213,1.點餐及桌邊服務 2.維持餐廳現場運行 3.協助餐廳服務訓練 4.控管同仁工作狀況 5.協助餐廳行政庶務,台北市中山區,2年以上,輪班二班制,月薪,35000.0,38000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=152380&HIRE_ID=11517565,晶華國際酒店股份有限公司,20221013,"['火鍋壽', '喜燒', '外場', '服務副理', '領班', '日式', '本家']"
行政助理(派駐考試院退基會),全職,1,經營／行政／總務,10206,行政助理,1,20230111,派駐考試院公務人員退休撫卹基金會之櫃台登記桌工作大專以上，有商科背景家按照公家機關休假【請先E-MAIL或傳真履歷洽王經理 alibaba.alibaba@msa.hinet.net】,台北市文山區,無,日班,月薪,25250.0,,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=969298&HIRE_ID=11582839,有限責任新北市原住民機關勞務勞動合作社,20221111,"['行政助理', '考試院', '基會']"
《11/23艋舺站小徵》欣葉日本料理外場吧檯人員,全職,16,旅遊／餐飲／休閒,160204,調酒員,10,20221123,"1.調製各種冷熱飲料。 2.確認飲品出品品質。 3.工作環境清潔管理。 4.吧台設備與備品養護作業。 5.支援外場服務。 6.完成主管交辦事項。 【11/23(三) 下午1:00-4:00 ,艋舺站辦理微型現場徵才活動】",台北市不限,無,輪班二班制,月薪,33000.0,36000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=49156&HIRE_ID=11577805,欣葉國際餐飲股份有限公司,20221109,"['11', '23', '小徵', '欣葉', '外場', '人員', '日本料理']"
護理照顧員/保母,全職,19,清潔／家事／托育(保母),190301,托育(保母)人員,6,20230101,@@#151.照顧新生兒(餵奶、洗澡、換尿布....)2.新生兒護理評估。3.有婦產科及嬰兒室、新生兒保母經驗尤佳。,新北市不限,無,日班、夜班、輪班三班制、中班,月薪,28000.0,,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2394059&HIRE_ID=11554195,全亞國際實業有限公司,20221101,"['護理照', '顧員', '保母']"
【台北信義】居家家事服務員★享7工時福利★月薪$30500–36000元,全職,19,清潔／家事／托育(保母),190201,家事服務員,5,20221231,【工作說明】(1)居家環境清潔打掃(2)簡易物品收納(3)衣物整理歸放​【具備內容】(1)需自備機車與駕照▶️ 到府居家清潔服務，基本必備條件(2)手機具有上網吃到飽▶️ 管家專屬APP系統，手機打卡＋即時班表查詢(3)能熟用Google地圖​▶️ 能準時且安全抵達客戶住處很重要【工作時間】✦品質到位，享工作７小時福利✦彈性加班，週六自由選擇加班【薪資待遇】✦正職月薪，優渥獎金晉升制度​✦享勞健保、勞退【休假制度】✦比照公家機關見紅休、週休二日​【服務區域】✦以居住地之鄰近地區分配指派(服務區域涵蓋以下鄉鎮縣市)1： 大同區、中正區、萬華區、中山區、大安區、松山區2： 板橋區、土城區、新莊區、樹林區、三重區、泰山區、三峽區3： 中和區、永和區、新店區❑ 歡迎加入官方Line@了解更多▶️Line ID：@269obqvp學經歷不拘，無經驗也可以！歡迎願意學習居家清潔的新夥伴加入，對的選擇比努力更重要，工作與生活兩全其美從媽咪樂開始。,台北市信義區,無,日班,月薪,30500.0,36000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=987222&HIRE_ID=11249517,媽咪樂健康科技股份有限公司,20220614,"['信義', '家事服務員', '工時', '30500', '36000', '月薪', '居家', '台北', '福利']"
安勤員 安全部,全職,18,保全／軍警消,180101,保全人員,2,額滿為止,1.飯店安全維護2.大廳及各哨執勤,台北市大安區,1年以上,日班、夜班,月薪,28000.0,30000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=103990&HIRE_ID=11493703,福華大飯店股份有限公司,20221017,"['安全部', '安勤員']"
行銷專員,全職,2,業務／貿易／銷售,20302,電話行銷人員,2,20221206,1.透過電話行銷，開拓客源、輔助搭配業務、主管完成交辦事項。 2.免外出拜訪客戶。3.協助安排訓練課程，教導行銷技巧與擬定話術提供專業培訓。 4.性格良好，態度端正，語言表達及溝通理解力強、思路清晰、認真嚴謹 5.親和力強，口齒清晰，反應靈敏，具備綠能產業熱忱，做事仔細謹慎，擅溝通，有耐性，習慣操作電腦及資料輸入工作,台北市內湖區,2年以上,日班,月薪,30000.0,50000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2400369&HIRE_ID=11503339,群創能源科技股份有限公司,20221006,['行銷專員']
照顧服務員,兼職,17,醫療／美容／保健,170113,照顧服務員,10,額滿為止,至個案住家提供身體清潔照顧、日常生活照顧、陪伴與陪同外出等相關服務,台北市中山區,無,部份工時：08時00分至18時00分,時薪,240.0,245.0,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2482991&HIRE_ID=11586183,辰逸有限公司附設臺北市私立辰逸居家長照機構,20221114,['照顧服務員']
廚房二廚,全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,10,額滿為止,1. 準備食材並烹調菜餚，維持餐點品質。 2. 掌控菜餚的擺盤與出菜的順序。 3. 需遵照並執行廚房標準作業流程SOP制定規範 4. 維護廚房環境清潔、進行廚房內的HACCP衛生管理工作 。 5. 執行主管交辦事項。,台北市中山區,無,日班、輪班二班制、輪班三班制,月薪,27000.0,32000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2432649&HIRE_ID=11478059,捷福旅館管理顧問股份有限公司,20220926,['廚房二廚']
西廚房（法式料理）助理廚師~Ｂ級廚師,全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,1,額滿為止,1.西餐料理烹調。 2.食材備貨。 3.進/存貨管理。 4.具丙級證照。,台北市中山區,無,日班、輪班二班制、中班,月薪,27000.0,34000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=95599&HIRE_ID=11529683,亞都麗緻大飯店股份有限公司,20221021,"['廚師', '西廚', '法式', '料理', '助理']"
工務技術員,全職,11,營建／製圖／施作,110113,工務人員／助理,2,20230111,酒店工程維護1.維護飯店內設施、機器設備(鍋爐等)。2.空調、照明之正常運作、維修保養清洗等相關作業。3.日常維護工作計畫執行(房間修繕.油漆牆面等)。4.主管交辦事項。,台北市萬華區,無,輪班三班制,月薪,32000.0,,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1169744&HIRE_ID=11582197,群欣置業股份有限公司武昌分公司,20221111,['工務技術員']
安全部安全員..,全職,18,保全／軍警消,180101,保全人員,3,額滿為止,1.巡邏飯店與周遭環境，留意可疑之人事物 2.回應警報器並調查相關原因 3.具備簡單英文溝通能力 4.相關工作經驗一年以上 5.可配合輪班加班者佳 ,台北市大安區,1年以上,日班、夜班、輪班三班制、中班,月薪,28000.0,32000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=97381&HIRE_ID=11576461,鼎鼎大飯店股份有限公司,20221114,['安全部安全員..']
工務,全職,19,清潔／家事／托育(保母),190103,工友,1,20221224,協助公司，從事環境整理、修繕設備、處理水電、木工等耗費體力的勞務，與其他臨時交辦事宜等工作。                        必須住宿,台北市士林區,無,日班,日薪,1344.0,1500.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=388132&HIRE_ID=11538905,旭陽谷建設開發股份有限公司,20221024,['工務']
【京都勝牛】信義新光A11店-內、外場兼職服務夥伴,兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,4,20230109,↗外場服務夥伴↙1. 餐桌佈置及整潔服務2. 顧客接待及座位安排3. 回覆顧客點餐需求與提供建議4. 提供顧客桌邊服務5. 內場廚房支援備料6. 整潔門市環境與餐具保養↗內場服務夥伴↙1.負責洗、剝、削、切各種食材，以完成烹飪的前置工作2.協助廚師測量食材的容量與重量3.分切流程作業4.食材分裝分包,台北市信義區,無,部份工時：09時00分至18時00分,時薪,175.0,185.0,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2311647&HIRE_ID=11575881,王座國際餐飲股份有限公司,20221109,"['勝牛', '信義', 'A11', '外場', '兼職', '服務夥伴', '新光', '京都']"
行政助理,全職,1,經營／行政／總務,10206,行政助理,1,20230101,協助主管及專業人員處理一般行政業務及文書工作。,台北市中山區,無,日班,月薪,27000.0,32000.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=855583&HIRE_ID=11555535,財團法人蒙特梭利啟蒙研究基金會,20221101,['行政助理']
銷售人員(台北),全職,6,客服／門市,60203,專櫃／門市（人員／儲備幹部）,2,20221231,於專櫃、賣場或店面門市內提供商品介紹及銷售服務。,台北市信義區,1年以上,輪班二班制,月薪,26000.0,31000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1193589&HIRE_ID=11551383,騰普科技有限公司,20221031,"['銷售', '人員', '台北']"
門市人員,全職,6,客服／門市,60203,專櫃／門市（人員／儲備幹部）,5,額滿為止,#10 ◎一、接待客戶及車輛問診。二、車輛維修估價及報價。三、車輛維修安排與追蹤。四、車輛完修核對及結帳。五、客戶關懷服務及追蹤。六、廠務行政作業及庶務。,台北市不限,1年以上,日班、輪班二班制、中班,月薪,26000.0,31000.0,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=53673&HIRE_ID=11578409,車麗屋汽車百貨股份有限公司,20221109,['門市人員']
,全職,17,醫療／美容／保健,170113,照顧服務員,2,20221128,照顧老人病人,台北市中山區,無,日班、夜班、輪班二班制,月薪,29000.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=368113&HIRE_ID=11565407,台北市私立松湛園老人養護所,20221104,['nan']
儲備幹部,全職,3,人資／法務／智財,30102,人力資源專員,10,20221130,◆【保安人員】：車禍案件現場處理，車損案件後續求償，宣導駕駛員行車安全事項作業。◆【人資人員】：1、人事出缺勤紀錄、整理、歸檔等行政作業2、處理人員加、退勞健保3、人員出勤管理4、協助主管制各類表單，及提供人事行政作業流程5、協助各部門招募6、行政庶務支援7、主管交辦事項◆【稽查人員】：1、辦理行車相關事宜作業、客服相關事務2、一般行政事務作業3、其他上級或臨時交辦事項,台北市士林區,無,日班,月薪,27000.0,35000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=444194&HIRE_ID=11564123,光華巴士股份有限公司,20221103,['儲備幹部']
【安穩僱用】芳療師(泰晶殿養身連鎖集團),全職,17,醫療／美容／保健,170208,美療／芳療師,20,20221231,提供美容美體、芳香療程、精油按摩舒壓及相關服務之工作者。，,台北市中正區,無,日班,月薪,26000.0,26000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2262487&HIRE_ID=11154479,康是富有限公司,20220509,"['安穩', '僱用', '芳療師', '泰晶殿', '養身', '連鎖', '集團']"
會計人員,全職,4,財務／金融／保險,40105,會計/出納/記帳人員,1,額滿為止,從事財務處理記錄、會計交易紀錄、傳票製作及代理營業場所帳籍登錄與計算、收付款與開立扣繳或免扣繳憑單等工作，以及從事現金出納，並登記現金交易事項。,台北市內湖區,5年以上,日班,月薪,30000.0,40000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2479817&HIRE_ID=11503057,寶格麗建設股份有限公司,20221006,['會計人員']
房務員 (工讀/兼職) Room Attendant (Part Time),全職,16,旅遊／餐飲／休閒,160105,房務員,10,額滿為止,1.客房清潔整理及整房等相關工作。    (含：鋪床、浴室清洗、家具擦拭、補充備品、設備保養...等)。2.客房設備定期清潔保養。3.主管交辦事項。,台北市大安區,無,日班,時薪,180.0,250.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=103990&HIRE_ID=11493721,福華大飯店股份有限公司,20221017,"['房務員', '工讀', '兼職', 'Room', 'Attendant', 'Part', 'Time']"
麵包西點門市人員(莎諾里烘焙坊),全職,6,客服／門市,60203,專櫃／門市（人員／儲備幹部）,1,20230104,1.門市商品整理、陳列、收銀結帳。2.用真心以及熱情介紹商品、接待客人。3.維持門市環境整潔。,台北市士林區,無,日班、輪班二班制、中班,月薪,25250.0,28000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1189534&HIRE_ID=11565439,木村屋食品股份有限公司,20221104,"['包西點', '門市人員', '莎諾里', '烘焙']"
居家照顧服務員,兼職,17,醫療／美容／保健,170113,照顧服務員,10,20221130,身體照顧、日常生活照顧及家事服務,台北市文山區,無,日班、部份工時：時分至時分,時薪,220.0,300.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2468165&HIRE_ID=11487211,東和居家有限公司附設臺北市私立東正居家長照機構,20221114,['居家照顧服務員']
服務中心服務員,全職,16,旅遊／餐飲／休閒,160205,飯店工作人員,1,20221220,1、顧客接待、問題諮詢服務。 2、旅客行李寄運及門口迎賓 。3、提供旅遊諮詢、路線規劃等，並協助安排交通工具租用、接送等事宜。4、具服務熱忱。5、接受排班安排，並需要排大夜班,台北市大安區,無,日班、夜班、中班,月薪,25250.0,28000.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=94811&HIRE_ID=11532189,國聯觀光大飯店股份有限公司,20221020,['服務中心服務員']
公車駕駛員 (大台北地區-北市),全職,15,物流／運輸／資材,150202,職業大客車司機,6,20221217,駕駛公車，運輸乘客。詳情請洽http://www.shinbus.com.tw/drivera.htm,台北市不限,無,日班、夜班、輪班二班制,月薪,42000.0,58000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=149560&HIRE_ID=11521871,欣欣客運股份有限公司,20221017,"['北市', '公車', '駕駛員', '大台北', '地區']"
業務人員,全職,2,業務／貿易／銷售,20102,業務人員,2,額滿為止,1.依據行銷策略，進行銷售業務推廣，開發，達成業績目標。2.開發潛在客戶，拓展市場，達成業績目標。3.定期拜訪客戶，維繫穩定良好客戶關係，達成業務目標。4.觀察、瞭解顧客的喜好評價，以為行銷策略重點。5.市場動態資料蒐集，分析。6.主管交辦事項。,台北市中山區,2年以上,日班,月薪,30000.0,35000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=65834&HIRE_ID=11533349,國正實業股份有限公司,20221020,['業務人員']
作業員,全職,9,品管／製造／環衛,90216,手工組裝體力工,1,20221126, 摺疊衣物、毛巾、整燙等現場作業員。**請先電洽約面試時間**,台北市北投區,無,日班,月薪,25250.0,25250.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=807&HIRE_ID=11477587,洗洋洋有限公司,20220926,['作業員']
社區清潔人員(大直區),兼職,19,清潔／家事／托育(保母),190102,清潔工／資源回收人員,1,20221123,1.大廳、梯廳、地下停車場清潔打掃、公共區域廁所清潔打掃 。2.資源回收、倒垃圾 。3.社區環境清潔維護。 ,台北市中山區,無,日班、部份工時：時分至時分,月薪,26000.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=967828&HIRE_ID=11474219,潔特美科技有限公司,20221004,"['社區', '清潔人員', '大直區']"
行政人員,全職,1,經營／行政／總務,10206,行政助理,1,額滿為止,•	協助主管及專業人員處理一般行政業務工作。，1. 負責一般文書資料處理工作。 2. 維護、更新、管理各類文件檔案（如：合約、會議記錄、書目資料、活動文件）和資料庫系統。 3. 完成工作時程表，管理行事曆，並負責會議協調與安排。 4. 準備會議議程，參與會議並撰寫會議記錄。 5. 負責費用預估、控管及報表製作。 6. 負責收發公文並處理會簽文件。 7. 判斷、分類並分送郵件，回覆郵件，並整理待寄送的郵件。 8. 負責簡單零用金管理，並負責前往銀行進行提存交易。 9. 負責文具用品之預估及請領。 10. 協助辦理員工福利事項。,台北市文山區,無,日班,月薪,30000.0,40000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2438241&HIRE_ID=11573525,融憲國際科技有限公司,20221108,['行政人員']
台北(陽明)-正職行政櫃台老師,全職,1,經營／行政／總務,10206,行政助理,1,20230101,1.公司文件檔案的建立及管理2.負責辦公室用品採購發放3.協助行政人員處理主管所交辦的其他事項4.會員資料處理、檢查整理檔案5.接應電話並篩選來電6.訪客來訪時櫃檯引導並招待 課程接待與解說、行政事務處理、電話接聽與人員接待事項7.有意願培訓為櫃檯主管者佳(管理8-10人),台北市北投區,無,日班、輪班二班制、中班,月薪,25250.0,30000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=398792&HIRE_ID=11555241,翔燕體育事業股份有限公司,20221101,"['陽明', '正職', '櫃台', '老師', '台北', '行政']"
工務工程師,全職,7,工程／研發／生技,70218,機電整合工程師,2,額滿為止,1.餐廳設備定期自主維修保養，含空調設備、冷凍(藏)設備、給水排水及濾水處理設備、鍋爐、發電機、變壓器等重要設施。2.處理各店緊急或非緊急修繕申請，或給予評估、排除處理及溝通。3.聯繫外部廠商及評估維保發包安排，掌握各店維保相關事宜。4.主管交辦事項執行。 ,台北市不限,無,日班、輪班二班制、中班,月薪,32000.0,37000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=49156&HIRE_ID=11564977,欣葉國際餐飲股份有限公司,20221107,['工務工程師']
助理保育員,全職,14,教育／學術／研究,140102,幼教老師,1,20240101,具備教師資格，在幼教場所擔任教師，設計與執行促進兒童語言、身心、體格發展的各種教學活動。,台北市北投區,無,日班,月薪,25250.0,25250.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=993931&HIRE_ID=10903483,臺北市私立巨登堡幼兒園,20220106,['助理保育員']
麵屋武藏(兼職人員),全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20221224,##13◎麵屋武藏(兼職人員)工作內容：可自選內場或外場【外場】餐飲服務、介紹、桌邊服務、收送餐、環境維護、主管交辦事項【內場】食材保存、準備、環境維護、制餐協助、主管交辦事項,台北市中山區,無,日班、中班,時薪,168.0,175.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1122815&HIRE_ID=11538141,大品國際聯合餐飲股份有限公司,20221024,"['武藏', '職人員']"
【安穩僱用計畫2.0】愛心駕駛員（輪騎升降機）,全職,15,物流／運輸／資材,150101,運輸交通專業人員,6,額滿為止,工作內容：1.無障礙車輛駕駛2.協助乘客上下車3.車輛內裝及外觀清潔4.安全檢查及臨時故障排除5.熟悉自／手排車駕駛6.主管安排之任務執行必要條件：有愛心耐心熱心,台北市中山區,無,日班、夜班,月薪,27000.0,32000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2357963&HIRE_ID=11488323,生通股份有限公司,20221003,"['安穩', '僱用', '計畫', '2.0', '愛心', '駕駛員', '升降']"
教研部-音樂教材執行編輯,全職,12,新聞／出版／印刷,120202,文字編輯校對人員,1,額滿為止,1. 幼兒音樂教材開發、編修製作2. 課程影音規劃及剪輯製作3. 編務流程及進度管理4. 其他業務執行,台北市士林區,無,日班,月薪,28000.0,42000.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=804350&HIRE_ID=11559531,傑優文化事業股份有限公司 ,20221104,['教研部-音樂教材執行編輯']
業務助理,全職,2,業務／貿易／銷售,20103,業務助理,1,20221231,協助業務人員執行業務相關的行政、後勤、出貨、進出口報關等工作。新客戶資料建檔客戶報價相關文件處理客戶端樣品追蹤整理寄發訂單出貨安排聯絡,台北市中山區,無,日班,月薪,30000.0,40000.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2480853&HIRE_ID=11530561,標新散熱科技有限公司,20221019,['業務助理']
台大醫學院 毒理所 行政助理,全職,1,經營／行政／總務,10206,行政助理,1,20221231,在這份計畫裡，團隊夥伴的共同目標：協助研究計畫進行與相關內容的各項推展。＜行政助理＞職位的主要工作內容說明如下：1. 管理計畫行政庶務（例如公文轉交、文件簽收及備份、用品採購等）。2. 經費管理事宜（若無經驗沒關係，都有提供相關教學影片或文件）。3. 會議記錄。4. 協助計畫申請與結案。5. 完成主管日常交辦事項。,台北市中正區,無,日班,月薪,33800.0,36304.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=151351&HIRE_ID=11568861,台大醫學院,20221107,"['醫學院', '行政助理', '毒理', '台大']"
線上外語課程銷售顧問,全職,2,業務／貿易／銷售,20302,電話行銷人員,3,20221231,【工作內容】透過電話推廣線上外語課程，為客戶打造專屬學習計劃(美/日/韓/法/德/西)1. 致電客戶，了解外語學習需求※致電對象皆為有意願且主動提供聯絡資訊的客戶，無須陌生開發2. 安排線上課程體驗，讓客戶了解課程特色3. 根據客戶程度規劃課程方案，推廣線上外語課程4. 關懷客戶學習狀況，成為他們學習之路的好夥伴純內勤業務，不用風吹日曬就有機會年薪百萬！(・∀・)ノ【徵求條件】1.熟悉電腦基本操作(Office、打字)2.活潑熱情，喜歡與人互動3.想挑戰高收入的企圖心也歡迎無經驗的夥伴加入，我們提供最完善的教育訓練＜(￣︶￣)＞【薪資待遇】薪資結構：保障底薪(25，250起)＋業績獎金(無上限)夥伴平均收入５萬起跳，還有優渥年終、季獎金，只要肯努力，荷包不會背叛你(*′▽`*)【工作地點】地址：台北市中山區中山北路三段27號14樓（近捷運民權西路站，走路６分鐘）鄰近晴光市場、雙城夜市，黃金地段美食不斷 ♥(′∀` )人【工作時間】早班：10:00~19:00晚班：13:30~22:00（以晚班為主）以上皆含１小時休息時間歡迎想賺錢有企圖心，但早上爬不起來的夜貓族ヾ(*ΦωΦ)ツ【休假方式】排休制，每週排休兩天春節、清明、端午、中秋四大節日休在紅字當天，其餘國定假日則另外排休彈性排休，工作生活達到完美平衡（●′∀‵）ノ♡＂【公司福利】1.社團活動：插花、瑜珈、拳擊等多項社團活動，皆在上班時間進行，等你來參加2.SPA按摩：專屬SPA按摩室，聘請五星級按摩師幫大家抒解壓力3.免費進修：每月免費進修外語課程，工作之餘不忘自我提升4.休閒活動：國內旅遊、尾牙、慶功派對、部門聚餐、運動會5.臨場醫護諮詢：專業護理師每月至公司提供諮詢服務，及不定期健康講座公司氛圍活潑有朝氣，同事有趣好相處，絕對讓你有滿滿歸屬感ヽ( ° ▽°)ノ,台北市中山區,無,日班、中班,月薪,25250.0,50000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2338717&HIRE_ID=11551241,巨匠雲科技教育股份有限公司,20221031,['線上外語課程銷售顧問']
